,Project No,Project Title,Implementing Agency,Approp Fund,Agy Fund,Lifetime Budget,LTD Allotments,Exp to 2013,Allot 2014,Exp 2014,Allot 2015,Exp 2015,Allot 2016,Exp 2016,LTD Expenditures,Unspent Allot,Encumbrances,Pre Encumbrances,ID Advances,LifeTime Balance,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,6-yr Total
136,ND437C,DEAL JHS-MODERNIZATION/RENOVATION,AM0,0300,0300,1341237.82,1341237.82,135176.65,0,572895.94,598935,3380.32,0,0,711452.91,629784.91,17056,0,0,612728.91,0,0,0,0,0,0,0
137,ND437C,DEAL JHS-MODERNIZATION/RENOVATION,,,0301,375074.86,375074.86,22654.43,-50000,327959.73,-11312.3,24460.7,0,0,375074.86,0,0,0,0,0,0,0,0,0,0,0,0
138,ND437C,DEAL JHS-MODERNIZATION/RENOVATION,GA0,0300,0300,16558807.99,16558807.99,16558807.99,0,0,0,0,0,0,16558807.99,0,0,0,0,0,0,0,0,0,0,0,0
139,ND437C,DEAL JHS-MODERNIZATION/RENOVATION,,,0301,6571082.18,6571082.18,6571082.18,0,0,0,0,0,0,6571082.18,0,0,0,0,0,0,0,0,0,0,0,0
140,NE703C,ENERGY CONSEVATION VAR DISTRICT BUILDING,CC0,0300,0300,1728058.4,1728058.4,1728058.4,0,0,0,0,0,0,1728058.4,0,0,0,0,0,0,0,0,0,0,0,0
141,NE704C,ENERGY CONSERVATION VAR DISTRICT BUILDIN,AM0,0300,0300,682031.56,682031.56,682031.56,0,0,0,0,0,0,682031.56,0,0,0,0,0,0,0,0,0,0,0,0
142,NF310C,GARNETT PATTERSON-LIFE SAFETY CODE COMPL,GA0,0300,0300,5560714.28,5560714.28,5560714.28,0,0,0,0,0,0,5560714.28,0,0,0,0,0,0,0,0,0,0,0,0
143,NF937C,HARDY MS-MODERNIZATION/RENOV,AM0,0300,0300,0,0,0,-106915.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,NF937C,HARDY MS-MODERNIZATION/RENOV,,,0301,0,0,0,-490.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,NF937C,HARDY MS-MODERNIZATION/RENOV,GM0,0300,0300,5289747.69,5289747.69,5289747.69,0,0,0,0,0,0,5289747.69,0,0,0,0,0,0,0,0,0,0,0,0
146,NF937C,HARDY MS-MODERNIZATION/RENOV,,,0301,195295.12,195295.12,195295.12,0,0,0,0,0,0,195295.12,0,0,0,0,0,0,0,0,0,0,0,0
147,NF937C,HARDY MS-MODERNIZATION/RENOV,,0330,3109,13103318.25,13103318.25,13103318.25,0,0,0,0,0,0,13103318.25,0,0,0,0,0,0,0,0,0,0,0,0
148,NF937C,HARDY MS-MODERNIZATION/RENOV,GA0,0300,0300,19733663.78,19733663.78,19733663.78,0,0,0,0,0,0,19733663.78,0,0,0,0,0,0,0,0,0,0,0,0
149,NF937C,HARDY MS-MODERNIZATION/RENOV,,,0301,12436846.34,12436846.34,12436846.34,0,0,0,0,0,0,12436846.34,0,0,0,0,0,0,0,0,0,0,0,0
150,NG210C,P.R.HARRIS - LIFE SAFETY CODE COMPLIANCE,GA0,0300,0300,700,700,700,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0
151,NG337C,HART MS MODERNIZATION,AM0,0300,0300,824323.46,824323.46,685322.83,-22055.72,0,0,0,0,0,685322.83,139000.63,30515.75,0,46607.59,61877.29,0,0,0,0,0,0,0
152,NG337C,HART MS MODERNIZATION,,,0301,551325.12,551325.12,551325.12,0,0,0,0,0,0,551325.12,0,0,0,0,0,0,0,0,0,0,0,0
153,NG337C,HART MS MODERNIZATION,GM0,0300,0300,11839111.42,11839111.42,11839111.42,0,0,0,0,0,0,11839111.42,0,0,0,0,0,0,0,0,0,0,0,0
154,NI137C,KRAMER MS -MODERNIZATION/RENOV,GA0,0300,0300,1048125.34,1048125.34,1048125.34,0,0,0,0,0,0,1048125.34,0,0,0,0,0,0,0,0,0,0,0,0
155,NI137C,KRAMER MS -MODERNIZATION/RENOV,,,0301,105898.68,105898.68,105898.68,0,0,0,0,0,0,105898.68,0,0,0,0,0,0,0,0,0,0,0,0
156,NI610C,LECKIE ES-LIFE SAFETY CODE COMPLIANCE,GA0,0300,0300,595860.42,595860.42,595860.42,0,0,0,0,0,0,595860.42,0,0,0,0,0,0,0,0,0,0,0,0
157,NJ237C,MACFARLAND MS-MODERNIZATION/RENOV,GM0,0300,0300,68834,68834,68834,0,0,0,0,0,0,68834,0,0,0,0,0,0,0,0,0,0,0,0
158,NJ237C,MACFARLAND MS-MODERNIZATION/RENOV,GA0,0300,0300,805729.5,805729.5,805729.5,0,0,0,0,0,0,805729.5,0,0,0,0,0,0,0,0,0,0,0,0
159,NJ833C,MCKINLEY,GA0,0300,0300,1000000,1000000,1000000,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0
160,NJ837C,MCKINLEY HS- MODERNIZATION/RENOVATION,AM0,0300,0300,14015222.17,14015222.17,11091121.78,1350,2658301.9,-184009.78,213644.57,0,0,13963068.25,52153.92,23523.31,8512.5,0,20118.11,0,0,0,0,0,0,0
161,NJ837C,MCKINLEY HS- MODERNIZATION/RENOVATION,,,0301,230777.83,230777.83,230777.83,-1350,0,-22990.22,0,0,0,230777.83,0,0,0,0,0,0,0,0,0,0,0,0
162,NJ837C,MCKINLEY HS- MODERNIZATION/RENOVATION,GA0,0300,0300,61708312.6,61708312.6,61708312.6,0,0,0,0,0,0,61708312.6,0,0,0,0,0,0,0,0,0,0,0,0
163,NJ847C,MCKINLEY MS MODERNIZATION,AM0,0300,0300,487000,487000,474824.5,0,1121,0,2542,0,0,478487.5,8512.5,0,0,0,8512.5,0,0,0,0,0,0,0
164,NK937C,NOYES ES- MODERNIZATION/RENOVATION,GA0,0300,0300,13335834.97,13335834.97,13335834.97,0,0,0,0,0,0,13335834.97,0,0,0,0,0,0,0,0,0,0,0,0
165,NM516C,MARIE REED - COOLING PLANTS - HVAC,GA0,0300,0300,1706196.38,1706196.38,1706196.38,0,0,0,0,0,0,1706196.38,0,0,0,0,0,0,0,0,0,0,0,0
166,NM837C,ROSS ES-MODERNIZATION/RENOV,GA0,0300,0300,112973.52,112973.52,112973.52,0,0,0,0,0,0,112973.52,0,0,0,0,0,0,0,0,0,0,0,0
167,NM938C,RUDOLPH ES MODERNIZATION - CO LOCATION,GA0,0300,0300,100000,100000,100000,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0
168,NN110C,SAVOY ES,GM0,0300,0300,178586.35,178586.35,178586.35,0,0,0,0,0,0,178586.35,0,0,0,0,0,0,0,0,0,0,0,0
169,,SAVOY ES - LIFE SAFETY CODE COMPLIANCE,GA0,0300,0300,505646.89,505646.89,505646.89,0,0,0,0,0,0,505646.89,0,0,0,0,0,0,0,0,0,0,0,0
170,NN137C,SAVOY ES MODERNIZATION,GM0,0300,0300,6916968.98,6916968.98,6916968.98,0,0,0,0,0,0,6916968.98,0,0,0,0,0,0,0,0,0,0,0,0
171,NN137C,SAVOY ES MODERNIZATION,,,0301,1111188.75,1111188.75,1111188.75,0,0,0,0,0,0,1111188.75,0,0,0,0,0,0,0,0,0,0,0,0
172,NN137C,SAVOY ES MODERNIZATION,,0330,3109,4528278.74,4528278.74,4528278.74,0,0,0,0,0,0,4528278.74,0,0,0,0,0,0,0,0,0,0,0,0
173,NN137C,SAVOY ES MODERNIZATION,GA0,0300,0301,6611666.5,6611666.5,6611666.5,0,0,0,0,0,0,6611666.5,0,0,0,0,0,0,0,0,0,0,0,0
174,NN610C,SHARPE HE-LIFE SAFETY CODE COMPLIANCE,GA0,0300,0300,1702597.2,1702597.2,1702597.2,0,0,0,0,0,0,1702597.2,0,0,0,0,0,0,0,0,0,0,0,0
175,NN737C,SHAW JHS-MODERNIZATION/RENOV,GA0,0300,0300,10000,10000,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0
176,NO237C,SMOTHERS ES-MODERNIZATION/RENOV,GA0,0300,0300,152322.48,152322.48,152322.48,0,0,0,0,0,0,152322.48,0,0,0,0,0,0,0,0,0,0,0,0
177,NOPROJ,NO PROJECT INFORMATION,GA0,0300,0300,0,0,0,0,0.18,0,0,0,0,0.18,-0.18,0,0,0,-0.18,0,0,0,0,0,0,0
178,NOPROJ,NO PROJECT INFORMATION,,,C300,0,0,-1086432.44,0,0,0,0,0,0,-1086432.44,1086432.44,0,0,0,1086432.44,0,0,0,0,0,0,0
179,NP210C,TAKOMA ES- LIFE SAFETY CODE COMPLIANCE,GA0,0300,0300,1705894.73,1705894.73,1705894.73,0,0,0,0,0,0,1705894.73,0,0,0,0,0,0,0,0,0,0,0,0
180,NP310C,MC TERRELL ES-LIFE SAFETY CODE COMPL.,GA0,0300,0300,1706121.05,1706121.05,1706121.05,0,0,0,0,0,0,1706121.05,0,0,0,0,0,0,0,0,0,0,0,0
181,NP437C,RH TERRELL MS-MODERNIZATION/RENOV,GA0,0300,0300,1446214.66,1446214.66,1446214.66,0,0,0,0,0,0,1446214.66,0,0,0,0,0,0,0,0,0,0,0,0
182,NP537C,THOMAS ES-MODERNIZATION/RENOV,GM0,0300,0300,3513716.45,3513716.45,3513716.45,0,0,0,0,0,0,3513716.45,0,0,0,0,0,0,0,0,0,0,0,0
183,NP537C,THOMAS ES-MODERNIZATION/RENOV,AM0,0300,0300,708750.9,708750.9,466679.65,-3252.99,233320.35,0,0,0,0,700000,8750.9,8750.9,0,0,0,0,0,0,0,0,0,0
184,NP537C,THOMAS ES-MODERNIZATION/RENOV,GA0,0300,0300,3349603.67,3349603.67,3349603.67,0,0,0,0,0,0,3349603.67,0,0,0,0,0,0,0,0,0,0,0,0
185,NP637C,THOMSON ES-MODERNIZATION/RENOV,GA0,0300,0300,21168854.91,21168854.91,21168854.91,0,0,0,0,0,0,21168854.91,0,0,0,0,0,0,0,0,0,0,0,0
186,NP637C,THOMSON ES-MODERNIZATION/RENOV,,,0301,999928.96,999928.96,999928.96,-71.04,0,0,0,0,0,999928.96,0,0,0,0,0,0,0,0,0,0,0,0
187,NP937C,TURNER ES-MODERNIZATION/RENOV,GA0,0300,0300,603111.85,603111.85,603111.85,0,0,0,0,0,0,603111.85,0,0,0,0,0,0,0,0,0,0,0,0
188,NP937C,TURNER ES-MODERNIZATION/RENOV,,,0301,150000,150000,150000,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0
189,NQ337C,WALKER JONES ES MODERNIZATION/RENOVATION,GM0,0300,0300,3544226.78,3544226.78,3544226.78,0,0,0,0,0,0,3544226.78,0,0,0,0,0,0,0,0,0,0,0,0
190,NQ337C,WALKER JONES ES MODERNIZATION/RENOVATION,,,0301,549769.46,549769.46,570958.86,0,-21189.4,0,0,0,0,549769.46,0,0,0,0,0,0,0,0,0,0,0,0
191,NQ337C,WALKER JONES ES MODERNIZATION/RENOVATION,,0330,3109,32295487.2,32295487.2,32295487.2,0,0,0,0,0,0,32295487.2,0,0,0,0,0,0,0,0,0,0,0,0
192,NQ337C,WALKER JONES ES MODERNIZATION/RENOVATION,GA0,0300,0300,4052769.76,4052769.76,4052769.76,0,0,0,0,0,0,4052769.76,0,0,0,0,0,0,0,0,0,0,0,0
193,NQ937C,WHEATLEY ES MODERNIZATION/RENOVATION,GA0,0300,0300,18624449.61,18624449.61,18624449.61,0,0,0,0,0,0,18624449.61,0,0,0,0,0,0,0,0,0,0,0,0
194,NQ937C,WHEATLEY ES MODERNIZATION/RENOVATION,,,0301,2741558.09,2741558.09,2741558.09,0,0,0,0,0,0,2741558.09,0,0,0,0,0,0,0,0,0,0,0,0
195,NQ937C,WHEATLEY ES MODERNIZATION/RENOVATION,AM0,0300,0300,418864.55,418864.55,418660.26,-18220.5,0,0,0,0,0,418660.26,204.29,204.29,0,0,0,0,0,0,0,0,0,0
196,NQ937C,WHEATLEY ES MODERNIZATION/RENOVATION,,,0301,50927.27,50927.27,50927.27,-2914.64,0,0,0,0,0,50927.27,0,0,0,0,0,0,0,0,0,0,0,0
197,NQ937C,WHEATLEY ES MODERNIZATION/RENOVATION,GM0,0300,0300,13006237.43,13006237.43,13006237.43,0,0,0,0,0,0,13006237.43,0,0,0,0,0,0,0,0,0,0,0,0
198,NQ937C,WHEATLEY ES MODERNIZATION/RENOVATION,,,0301,2392343.81,2392343.81,2392343.81,0,0,0,0,0,0,2392343.81,0,0,0,0,0,0,0,0,0,0,0,0
199,NQ937C,WHEATLEY ES MODERNIZATION/RENOVATION,,0330,3109,5411387,5411387,5411387,0,0,0,0,0,0,5411387,0,0,0,0,0,0,0,0,0,0,0,0
200,NR210C,WILKINSON ES- LIFE SAFETY CODE COMPL.,GA0,0300,0300,500000,500000,500000,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0
201,NR637C,WOODSON HS - MODERNIZATION/RENOV,GM0,0300,0300,87366846.67,87366846.67,87366846.67,0,0,0,0,0,0,87366846.67,0,0,0,0,0,0,0,0,0,0,0,0
202,NR637C,WOODSON HS - MODERNIZATION/RENOV,,,0301,411502.13,411502.13,411502.13,0,0,0,0,0,0,411502.13,0,0,0,0,0,0,0,0,0,0,0,0
203,NR637C,WOODSON HS - MODERNIZATION/RENOV,AM0,0300,0300,3671098.85,3671098.85,3567873.08,0,67925.37,0,0,0,0,3635798.45,35300.4,4697.19,0,0,30603.21,0,0,0,0,0,0,0
204,NR637C,WOODSON HS - MODERNIZATION/RENOV,,,0301,26713.47,26713.47,25016.22,0,0,0,0,0,0,25016.22,1697.25,1697.25,0,0,0,0,0,0,0,0,0,0
205,NR637C,WOODSON HS - MODERNIZATION/RENOV,GA0,0300,0300,12040233.42,12040233.42,12040233.42,0,0,0,0,0,0,12040233.42,0,0,0,0,0,0,0,0,0,0,0,0
206,NR638C,WOODSON HS - H.D. WOODSON SHS MODERNIZATION (NEW SCHO,GA0,0300,0300,4262736.85,4262736.85,4262736.85,0,0,0,0,0,0,4262736.85,0,0,0,0,0,0,0,0,0,0,0,0
207,NR937C,ROOSEVELT HIGH - HS MODERNIZATION/RENOV,GA0,0300,0300,62421.24,62421.24,62421.24,0,0,0,0,0,0,62421.24,0,0,0,0,0,0,0,0,0,0,0,0
208,NR939C,ROOSEVELT HIGH SCHOOL/CULINARY,AM0,0300,0300,139869988.5,139869988.5,3025128.9,52481000,24711419.14,79622988.47,85591202.95,1693000,194406.15,113522157.1,26347831.33,21387721.14,0,649165.01,4310945.18,0,0,0,0,0,0,0
209,NR939C,ROOSEVELT HIGH SCHOOL/CULINARY,,,0301,191110,191110,0,0,0,191110,191110,0,0,191110,0,0,0,0,0,0,0,0,0,0,0,0
210,NR939C,ROOSEVELT HIGH SCHOOL/CULINARY,GM0,0300,0300,795000,795000,795000,0,0,0,0,0,0,795000,0,0,0,0,0,0,0,0,0,0,0,0
211,NX337C,CARDOZO HS MODERNIZATION/RENOV,GM0,0300,0300,4422224.58,4422224.58,4422224.58,0,0,0,0,0,0,4422224.58,0,0,0,0,0,0,0,0,0,0,0,0
212,NX337C,CARDOZO HS MODERNIZATION/RENOV,,,0308,261457.14,261457.14,261457.14,0,0,0,0,0,0,261457.14,0,0,0,0,0,0,0,0,0,0,0,0
213,NX337C,CARDOZO HS MODERNIZATION/RENOV,AM0,0300,0300,123343561.3,123343561.3,112145427.5,0,10647810.53,0,0,0,0,122793238,550323.26,5990.01,224610.45,28606.07,291116.73,0,0,0,0,0,0,0
214,NX337C,CARDOZO HS MODERNIZATION/RENOV,,,0301,719575.92,719575.92,592643.33,0,80776.5,0,0,0,0,673419.83,46156.09,0,46156.09,0,0,0,0,0,0,0,0,0
215,NX337C,CARDOZO HS MODERNIZATION/RENOV,,,0308,338542.86,338542.86,338542.86,0,0,0,0,0,0,338542.86,0,0,0,0,0,0,0,0,0,0,0,0
216,NX337C,CARDOZO HS MODERNIZATION/RENOV,GA0,0300,0300,3039091.79,3039091.79,3039091.79,0,0,0,0,0,0,3039091.79,0,0,0,0,0,0,0,0,0,0,0,0
217,NX437C,ANACOSTIA HS MODERNIZATION/RENOV,GM0,0300,0300,28059949.82,28059949.82,28059949.82,0,0,0,0,0,0,28059949.82,0,0,0,0,0,0,0,0,0,0,0,0
218,NX437C,ANACOSTIA HS MODERNIZATION/RENOV,,,0301,105565.72,105565.72,105565.72,0,0,0,0,0,0,105565.72,0,0,0,0,0,0,0,0,0,0,0,0
219,NX437C,ANACOSTIA HS MODERNIZATION/RENOV,AM0,0300,0300,34538724.71,34538724.71,29743362.28,0,2678498.84,-410186.42,1492984.65,0,0,33914845.77,623878.94,456559.71,21947,8601.76,136770.47,0,0,0,0,0,0,0
220,NX437C,ANACOSTIA HS MODERNIZATION/RENOV,,,0301,349111.25,349111.25,340065.66,0,0,-22613.58,0,0,0,340065.66,9045.59,0,0,0,9045.59,0,0,0,0,0,0,0
221,NX437C,ANACOSTIA HS MODERNIZATION/RENOV,GA0,0300,0300,1677956.99,1677956.99,1677956.99,0,0,0,0,0,0,1677956.99,0,0,0,0,0,0,0,0,0,0,0,0
222,NX637C,W WILSON SHS MODERNIZATION/RENOVATION,AM0,0300,0300,8167871.13,8167871.13,8094614.56,0,0,0,0,0,0,8094614.56,73256.57,72452.47,0,804.1,0,0,0,0,0,0,0,0
223,NX637C,W WILSON SHS MODERNIZATION/RENOVATION,,,0301,181719.31,181719.31,180249.28,-6620.65,0,0,0,0,0,180249.28,1470.03,1470.03,0,0,0,0,0,0,0,0,0,0
224,NX637C,W WILSON SHS MODERNIZATION/RENOVATION,GM0,0300,0300,104516794.2,104516794.2,104516794.2,0,0,0,0,0,0,104516794.2,0,0,0,0,0,0,0,0,0,0,0,0
225,NX637C,W WILSON SHS MODERNIZATION/RENOVATION,,,0301,1434497.55,1434497.55,1434497.55,0,0,0,0,0,0,1434497.55,0,0,0,0,0,0,0,0,0,0,0,0
226,NX637C,W WILSON SHS MODERNIZATION/RENOVATION,,0330,3109,20000,20000,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0
227,NX837C,COOLIDGE HS MODERNIZATION/RENOVATION,AM0,0300,0300,119639026.1,5006026.05,0,0,0,3000000,0,2000000,0,0,5006026.05,6026.05,0,0,119633000,24000000,26440000,5000000,59193000,0,0,114633000
228,NX837C,COOLIDGE HS MODERNIZATION/RENOVATION,GM0,0300,0300,2537691.06,2537691.06,2537691.06,0,0,0,0,0,0,2537691.06,0,0,0,0,0,0,0,0,0,0,0,0
229,OA737C,STODDERT ES MODERNIZATION/RENOVATION,AM0,0300,0300,2076.57,2076.57,2076.57,0,0,0,0,0,0,2076.57,0,0,0,0,0,0,0,0,0,0,0,0
230,OA737C,STODDERT ES MODERNIZATION/RENOVATION,GM0,0300,0300,18705340.27,18705340.27,18705340.27,0,0,0,0,0,0,18705340.27,0,0,0,0,0,0,0,0,0,0,0,0
231,PB337C,BURRVILLE ES MODERNIZATION/RENOVATION,AM0,0300,0300,4367,4367,0,0,0,0,0,0,0,0,4367,4367,0,0,0,0,0,0,0,0,0,0
232,PB337C,BURRVILLE ES MODERNIZATION/RENOVATION,GM0,0300,0300,2971941.79,2971941.79,2971941.79,0,0,0,0,0,0,2971941.79,0,0,0,0,0,0,0,0,0,0,0,0
233,PE337C,DREW ES MODERNIZATION/RENOVATION,AM0,0300,0300,514494.54,514494.54,292478.57,-511155.21,182374.63,0,0,0,0,474853.2,39641.34,39641.34,0,0,0,0,0,0,0,0,0,0
234,PE337C,DREW ES MODERNIZATION/RENOVATION,GM0,0300,0300,4423784.26,4423784.26,4423784.26,0,0,0,0,0,0,4423784.26,0,0,0,0,0,0,0,0,0,0,0,0
235,PK337C,MARTIN LUTHER KING ES MODERNIZATION,AM0,0300,0300,2840324.34,2840324.34,822660.05,1500000,38255.91,500000,115024.56,0,60255,1036195.52,1804128.82,61187.16,5940,0,1737001.66,0,0,0,0,0,0,0
236,PK337C,MARTIN LUTHER KING ES MODERNIZATION,GM0,0300,0300,2977413.61,2977413.61,2977413.61,0,0,0,0,0,0,2977413.61,0,0,0,0,0,0,0,0,0,0,0,0
237,PL337C,TRUESDELL ES MODERNIZATION/RENOVATION,AM0,0300,0300,7489000,0,0,0,0,0,0,0,0,0,0,0,0,0,7489000,0,0,649000,6840000,0,0,7489000
238,PL337C,TRUESDELL ES MODERNIZATION/RENOVATION,,,0301,217578,217578,217578,0,0,0,0,0,0,217578,0,0,0,0,0,0,0,0,0,0,0,0
239,PL337C,TRUESDELL ES MODERNIZATION/RENOVATION,GM0,0300,0300,4247466.76,4247466.76,4247466.76,0,0,0,0,0,0,4247466.76,0,0,0,0,0,0,0,0,0,0,0,0
240,PT337C,TYLER ES MODERNIZATION,AM0,0300,0300,0,0,0,-7105.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,PT337C,TYLER ES MODERNIZATION,GM0,0300,0300,3750929.07,3750929.07,3750929.07,0,0,0,0,0,0,3750929.07,0,0,0,0,0,0,0,0,0,0,0,0
242,PW337C,JO WILSON ES MODERNIZATION/RENOVATION,AM0,0300,0300,89436,89436,89436,-8703.68,0,0,0,0,0,89436,0,0,0,0,0,0,0,0,0,0,0,0
243,PW337C,JO WILSON ES MODERNIZATION/RENOVATION,GM0,0300,0300,4174919.86,4174919.86,4174919.86,0,0,0,0,0,0,4174919.86,0,0,0,0,0,0,0,0,0,0,0,0
244,S0420C,BURVILLE ES ADD PH 1-4 IN CC,GA0,0300,0300,20038.1,20038.1,20038.1,0,0,0,0,0,0,20038.1,0,0,0,0,0,0,0,0,0,0,0,0
245,S1320C,ROOSEVELT HI ADD PH 1-4 IN CC,GA0,0300,0300,240628.97,240628.97,240628.97,0,0,0,0,0,0,240628.97,0,0,0,0,0,0,0,0,0,0,0,0
246,S2120C,EATON ELEM SCHOOL,GA0,0300,0300,81413.77,81413.77,81413.77,0,0,0,0,0,0,81413.77,0,0,0,0,0,0,0,0,0,0,0,0
247,S2420C,NEW ELEM #1 FT. LINC,GA0,0300,0300,73028.05,73028.05,73028.05,0,0,0,0,0,0,73028.05,0,0,0,0,0,0,0,0,0,0,0,0
248,S2620C,MM WASHINGTON VOC PH1-4 IN CC,GA0,0300,0300,1535.74,1535.74,1535.74,0,0,0,0,0,0,1535.74,0,0,0,0,0,0,0,0,0,0,0,0
249,S4820C,MCKINLEY SHS MODERNIZATION,GA0,0300,0300,1897.6,1897.6,1897.6,0,0,0,0,0,0,1897.6,0,0,0,0,0,0,0,0,0,0,0,0
250,S4920C,EQUIPMENT - NO OTHER PHASE,GA0,0300,0300,396762.83,396762.83,396762.83,0,0,0,0,0,0,396762.83,0,0,0,0,0,0,0,0,0,0,0,0
251,S5020C,EQUIPMENT - NO OTHER PHASE,GA0,0300,0300,14605.63,14605.63,14605.63,0,0,0,0,0,0,14605.63,0,0,0,0,0,0,0,0,0,0,0,0
252,S7320C,ASBESTOS ABATEMENT,GA0,0300,0300,15388518.81,15388518.81,15388518.81,0,0,0,0,0,0,15388518.81,0,0,0,0,0,0,0,0,0,0,0,0
253,S7720C,SAFETY & BUILDING IMPROVEMENTS,GA0,0300,0300,3416504.71,3416504.71,3416504.71,0,0,0,0,0,0,3416504.71,0,0,0,0,0,0,0,0,0,0,0,0
254,S7820C,MAINTENANCE IMPROVEMENT,GA0,0300,0300,7898454.83,7898454.83,7898454.83,0,0,0,0,0,0,7898454.83,0,0,0,0,0,0,0,0,0,0,0,0
255,S7920C,SHARP HEALTH SCHOOL MODERNIZA,GA0,0300,0300,387353.89,387353.89,387353.89,0,0,0,0,0,0,387353.89,0,0,0,0,0,0,0,0,0,0,0,0
256,S8020C,ADMIN. BUILDING SITE STUDY,GA0,0300,0300,18960,18960,18960,0,0,0,0,0,0,18960,0,0,0,0,0,0,0,0,0,0,0,0
257,SA720C,ROOF REPLACEMENTS,GA0,0300,0300,7791170.29,7791170.29,7791170.29,0,0,0,0,0,0,7791170.29,0,0,0,0,0,0,0,0,0,0,0,0
258,SA820C,ROOF REPLACEMENTS,GA0,0300,0300,1109821.83,1109821.83,1109821.83,0,0,0,0,0,0,1109821.83,0,0,0,0,0,0,0,0,0,0,0,0
259,SB820C,BOILER REPLACEMENT,GA0,0300,0300,2439678.13,2439678.13,2439678.13,0,0,0,0,0,0,2439678.13,0,0,0,0,0,0,0,0,0,0,0,0
260,SE337C,SEATON ES MODERNIZATION/RENOVATION,AM0,0300,0300,521189.54,521189.54,518058.06,-318633.29,0,-46000,0,0,0,518058.06,3131.48,0,0,0,3131.48,0,0,0,0,0,0,0
261,SE337C,SEATON ES MODERNIZATION/RENOVATION,GM0,0300,0300,3780867.17,3780867.17,3780867.17,0,0,0,0,0,0,3780867.17,0,0,0,0,0,0,0,0,0,0,0,0
262,SF820C,ROOM CONVERSION,GA0,0300,0300,874701.85,874701.85,874701.85,0,0,0,0,0,0,874701.85,0,0,0,0,0,0,0,0,0,0,0,0
263,SG101A,ROOF REPLACEMENTS,GA0,0350,0350,43067504.44,43067504.44,43067504.44,-425060.56,0,0,0,0,0,43067504.44,0,0,0,0,0,0,0,0,0,0,0,0
264,SG101C,ROOF REPLACEMENTS,GA0,0300,0300,69558307.04,69558307.04,69558307.04,-33852.08,0,0,0,0,0,69558307.04,0,0,0,0,0,0,0,0,0,0,0,0
265,SG101C,ROOF REPLACEMENTS,,0350,0350,105544,105544,105544,0,0,0,0,0,0,105544,0,0,0,0,0,0,0,0,0,0,0,0
266,SG102A,BOILER REPLACEMENT,GA0,0300,0300,199091,199091,199091,-0.06,0,0,0,0,0,199091,0,0,0,0,0,0,0,0,0,0,0,0
267,SG102A,BOILER REPLACEMENT,,0350,0350,6399762.06,6399762.06,6399762.06,0.06,0,0,0,0,0,6399762.06,0,0,0,0,0,0,0,0,0,0,0,0
268,SG102C,BOILER REPLACEMENT,AM0,0300,0300,31143.73,31143.73,31143.73,-163690.03,0,0,0,0,0,31143.73,0,0,0,0,0,0,0,0,0,0,0,0
269,SG102C,BOILER REPLACEMENT,GA0,0300,0300,80763650.02,80763650.02,80763650.02,0,0,0,0,0,0,80763650.02,0,0,0,0,0,0,0,0,0,0,0,0
270,SG102C,BOILER REPLACEMENT,GM0,0300,0300,1078545.73,1078545.73,1078545.73,0,0,0,0,0,0,1078545.73,0,0,0,0,0,0,0,0,0,0,0,0
271,SG103C,EMERGENCY GENERATORS,GA0,0300,0300,1426849.3,1426849.3,1426849.3,0,0,0,0,0,0,1426849.3,0,0,0,0,0,0,0,0,0,0,0,0
272,SG104C,HVAC REPLACEMENT,GM0,0300,0300,44287.6,44287.6,44287.6,0,0,0,0,0,0,44287.6,0,0,0,0,0,0,0,0,0,0,0,0
273,SG104C,HVAC REPLACEMENT,AM0,0300,0300,13094.25,13094.25,13094.25,-31105.02,0,0,0,0,0,13094.25,0,0,0,0,0,0,0,0,0,0,0,0
274,SG104C,HVAC REPLACEMENT,GA0,0300,0300,75673558.29,75673558.29,75673558.29,0,0,0,0,0,0,75673558.29,0,0,0,0,0,0,0,0,0,0,0,0
275,SG105A,UNDERGROUND STORAGE TANKS,GA0,0350,0350,580,580,580,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0
276,SG105C,UNDERGROUND STORAGE TANKS,GA0,0300,0300,10329123.8,10329123.8,10329123.8,0,0,0,0,0,0,10329123.8,0,0,0,0,0,0,0,0,0,0,0,0
277,SG106C,WINDOW REPLACEMENT,AM0,0300,0300,33581660.4,17564660.4,6456749.36,3039000,3010750.05,613000,1706528.62,2600000,191395.02,11365423.05,6199237.35,1218481.81,2429634.95,0,18568120.59,3683000,0,3200000,4134000,5000000,0,16017000
