School_ID,Agency,School,Address,maxOccupancy,ProjectPhase,YrComplete,Level,totalSQFT,ProjectType,MajorExp9815,TotalAllotandPlan1621,LifetimeBudget,unqBuilding,FeederMS,FeederHS,Total_Enrolled,Limited_English,At_Risk,SpEd,AtRiskPer,SPEDPer,ESLPer,SqFtPerEnroll,SpentPerMaxOccupancy,SpentPerSqFt,YearsOpen,Open,Open.Now,AnnualExpenseAverage,AnnualSpentPerMaxOccupany,AnnualSpentPerSqFt,longitude,latitude,Ward
288,DCPS,Nalle ES,219 50th St  SE,400,Phase I,2012,ES,83900,PARTIAL MOD,11521407,0,11570572,1,Kelly Miller MS,Woodson HS,384,6,295,45,0.768229167,0.1171875,0.015625,218,28803.5175,137.323087,NA,NA,1,NA,NA,NA,-76.9311143,38.8860027,7
291,DCPS,Orr ES,2200 Minnesota Ave  SE,392,Phase 0,NA,ES,75900,STABILIZED,NA,41995000,44995000,1,Kramer MS,Anacostia HS,384,2,295,54,0.768229167,0.140625,0.005208333,198,NA,NA,NA,NA,1,NA,NA,NA,-76.974441,38.8720446,8
294,DCPS,Patterson ES,4399 South Capitol Terr  SW,382,Full,2004,ES,76896,FULL REPLACEMENT,5365870,0,5365870,1,Hart MS,Ballou HS,380,1,323,44,0.85,0.115789474,0.002631579,202,14046.7801,69.78087287,NA,NA,1,NA,NA,NA,-77.0081965,38.8267436,8
295,DCPS,Payne ES,1445 C St SE,348,Full,2016,ES,83792,FULL MOD,22389213,27450,27815086,1,Eliot-Hine MS,Eastern HS,277,5,165,30,0.59566787,0.108303249,0.018050542,302,64336.81897,267.1998878,NA,NA,1,NA,NA,NA,-76.984559,38.884501,6
299,DCPS,Plummer ES,4601 Texas Ave  SE,448,Phase I,2014,ES,69392,PARTIAL MOD,13846933,26191,14299544,1,Sousa MS,Anacostia HS,428,24,354,54,0.827102804,0.126168224,0.056074766,162,30908.33259,199.5465327,NA,NA,1,NA,NA,NA,-76.9396434,38.88707,7
300,DCPS,Powell ES,1350 Upshur St  NW,304,Full,2016,ES,76848,FULL MOD + ADD,25490976,2504026,44744174,1,Col. Hts. EC (6-8),Cardozo EC (6-12),446,250,202,57,0.452914798,0.127802691,0.560538117,172,83851.89474,331.7064335,NA,NA,1,NA,NA,NA,-77.031615,38.941504,4
302,DCPS,Raymond EC,915 Spring Rd  NW,615,Phase 0,NA,ES/MS,73600,STABILIZED,0,19567000,19567000,1,,Roosevelt HS,581,245,308,96,0.530120482,0.165232358,0.421686747,127,0,0,NA,NA,1,NA,NA,NA,-77.0261699,38.9359279,4
305,DCPS,Ross ES,1730 R St  NW,176,Phase I,2012,ES,22400,PARTIAL MOD,2604666,0,2612974,1,Cardozo EC (6-8),Cardozo EC (9-12),166,28,10,5,0.060240964,0.030120482,0.168674699,135,14799.23864,116.2797321,NA,NA,1,NA,NA,NA,-77.039739,38.9123701,2
307,DCPS,Savoy ES,2400 Shannon Pl SE,430,Full,2009,ES,86800,FULL MOD + ADD,21059646,0,21059646,1,Kramer MS,Anacostia HS,408,4,333,51,0.816176471,0.125,0.009803922,213,48975.92093,242.6226498,NA,NA,1,NA,NA,NA,-76.9936331,38.8628014,8
308,DCPS,Malcolm X ES at Green,1500 Mississippi Ave. SE Washington,248,Phase 0,NA,ES,77700,STABILIZED,NA,0,52963,1,Johnson MS,Ballou HS,244,NA,207,NA,0.848360656,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-76.9836028,38.8416964,8
309,DCPS,Seaton ES,1503 10th St  NW,325,Phase I,2011,ES,65000,PARTIAL MOD,4298925,0,4302057,1,Cardozo EC (6-8),Cardozo EC (9-12),295,125,148,32,0.501694915,0.108474576,0.423728814,220,13227.46154,66.13730769,NA,NA,1,NA,NA,NA,-77.0252248,38.9106173,2
313,DCPS,Shepherd ES,7800 14th St  NW,400,Phase I,2016,ES,79696,FULL MOD + ADD,20462934,1274389,31576280,1,Hardy MS,Wilson HS,318,6,59,39,0.185534591,0.122641509,0.018867925,251,51157.335,256.762372,NA,NA,1,NA,NA,NA,-77.034304,38.98471,4
315,DCPS,Simon ES,401 Mississippi Ave  SE,325,Phase I,2012,ES,66192,PARTIAL MOD,8505311,0,8672620,1,Hart MS,Ballou HS,293,2,227,38,0.774744027,0.129692833,0.006825939,226,26170.18769,128.4945462,NA,NA,1,NA,NA,NA,-77.0000152,38.8359119,8
316,DCPS,Randle Highlands ES,1650 30th St  SE,450,Full,2002,ES,72476,FULL REPLACEMENT,8391223,0,8391223,1,Kramer MS,Anacostia HS,360,3,228,49,0.633333333,0.136111111,0.008333333,201,18647.16222,115.7793338,NA,NA,1,NA,NA,NA,-76.9638892,38.870144,7
319,DCPS,Stanton ES,2701 Naylor Rd  SE,586,Full,2016,ES,95000,FULL MOD + ADD,23307939,2165644,36035000,1,Kramer MS,Anacostia HS,578,0,502,94,0.868512111,0.162629758,0,164,39774.63993,245.3467263,NA,NA,1,NA,NA,NA,-76.9686199,38.8592905,8
321,DCPS,Stoddert ES,4001 Calvert St  NW,320,Full,2010,ES,65200,FULL MOD + ADD,18707417,0,18707417,1,Hardy MS,Wilson HS,418,72,18,15,0.043062201,0.035885167,0.172248804,156,58460.67813,286.9235736,NA,NA,1,NA,NA,NA,-77.078913,38.922673,3
322,DCPS,Smothers ES,4400 Brooks St  NE,344,Phase 0,NA,ES,43000,STABILIZED,152322,12679000,12831322,1,Kelly Miller MS,Woodson HS,275,6,203,30,0.738181818,0.109090909,0.021818182,156,442.7965116,3.542372093,NA,NA,1,NA,NA,NA,-76.9384696,38.8936613,7
324,DCPS,Takoma EC,7010 Piney Branch Rd  NW,450,Full,2012,ES/MS,118992,FULL MOD,26979598,0,27036559,1,,Coolidge HS,442,113,189,70,0.42760181,0.158371041,0.255656109,269,59954.66222,226.7345536,NA,NA,1,NA,NA,NA,-77.022757,38.975217,4
325,DCPS,Thomas ES,650 Anacostia Ave NE,474,Phase I,2013,ES,87600,PARTIAL MOD,7563320,0,7572071,1,Kelly Miller MS,Woodson HS,408,6,295,44,0.723039216,0.107843137,0.014705882,215,15956.37131,86.33926941,NA,NA,1,NA,NA,NA,-76.952024,38.901224,7
326,DCPS,Thomson ES,1200 L St  NW,320,Full,2006,ES,74992,FULL MOD + ADD,25521091,0,25521091,1,Jefferson Acad. MS,Eastern HS,272,141,124,40,0.455882353,0.147058824,0.518382353,276,79753.40938,340.3175139,NA,NA,1,NA,NA,NA,-77.028505,38.9033859,2
327,DCPS,Truesdell EC,800 Ingraham St  NW,542,Phase I,2010,ES/MS,69600,PARTIAL MOD,4465045,7489000,11954045,1,,Roosevelt HS,526,239,290,104,0.551330798,0.197718631,0.454372624,132,8238.090406,64.1529454,NA,NA,1,NA,NA,NA,-77.0244158,38.9539256,4
328,DCPS,Tubman ES,3101 13th St  NW,500,Phase I,2009,ES,66592,PARTIAL MOD,3644743,0,3644743,1,Col. Hts. EC (6-8),Cardozo EC (9-12),498,167,302,69,0.606425703,0.138554217,0.335341365,134,7289.486,54.73244534,NA,NA,1,NA,NA,NA,-77.0297009,38.9286359,1
329,DCPS,Turner ES,3264 Stanton Rd SE,530,Full,2013,ES,101093,FULL MOD + ADD,27580545,0,27695424,1,Johnson MS,Ballou HS,392,0,333,52,0.849489796,0.132653061,0,258,52038.76415,272.8234893,NA,NA,1,NA,NA,NA,-76.9804398,38.8473486,8
330,DCPS,Tyler ES,1001 G St  SE,564,Phase I,2010,ES,69600,PARTIAL MOD,3750929,0,3750929,1,Jefferson Acad. MS,Eastern HS,522,9,239,74,0.457854406,0.141762452,0.017241379,133,6650.583333,53.89265805,NA,NA,1,NA,NA,NA,-76.9922965,38.8810182,6
335,DCPS,Wheatley EC,1299 Neal St NE,500,Full,2009,ES/MS,86368,FULL MOD + ADD,42645563,0,42645768,1,,Dunbar HS,463,NA,364,NA,0.786177106,NA,NA,NA,85291.126,493.7657813,NA,NA,1,NA,NA,NA,-76.9884533,38.9042927,5
336,DCPS,West EC,1338 Farragut St  NW,278,Phase 0,NA,ES/MS,69642,STABILIZED,0,35095000,35095000,1,,Roosevelt HS,267,27,112,44,0.419475655,0.164794007,0.101123596,261,0,0,NA,NA,1,NA,NA,NA,-77.032481,38.9513341,4
338,DCPS,Whittier EC,6201 5th St  NW,520,Phase I,2013,ES/MS,71092,PARTIAL MOD + ADD,5208611,0,5241031,1,,Coolidge HS,350,38,214,74,0.611428571,0.211428571,0.108571429,203,10016.55962,73.26578237,NA,NA,1,NA,NA,NA,-77.019146,38.9658779,4
365,PCS,Friendship PCS Woodridge Elementary,"2959 Carlton Avenue, NE",600,NA,NA,ES,37000,Facility Allowance,18909379,NA,NA,1,NA,NA,284,8,127,12,0.447183099,0.042253521,0.028169014,130,66582.32042,511.0642973,12,2003,1,1575781.583,5548.526702,42.58869144,-76.9662004,38.9294874,5
366,PCS,Friendship PCS Woodridge Middle,"2960 Carlton Avenue, NE",NA,NA,NA,MS,NA,Facility Allowance,516096,NA,NA,1,NA,NA,168,1,75,35,0.446428571,0.208333333,0.005952381,NA,3072,NA,1,2015,1,516096,3072,NA,-76.967187,38.930047,5
402,DCPS,Benjamin Banneker HS,800 Euclid St  NW,620,Phase 0,NA,HS,180000,STABILIZED,671104,77074000,78745104,1,,,449,3,113,0,0.251670379,0,0.006681514,401,1082.425806,3.728355556,NA,NA,1,NA,NA,NA,-77.0239586,38.9235819,1
404,DCPS,Browne EC,850 26th St  NE,804,Phase 0,NA,ES/MS,215392,STABILIZED,131951,20636000,23793129,1,,Eastern HS,353,23,241,56,0.682719547,0.158640227,0.065155807,610,164.1181592,0.612608639,NA,NA,1,NA,NA,NA,-76.9708894,38.9026911,5
405,DCPS,Deal MS,3815 Fort Dr  NW,1370,Full,2014,MS,223689,FULL MOD + ADD,73524856,0,74154641,1,,Wilson HS,1312,47,99,166,0.075457317,0.12652439,0.035823171,170,53667.7781,328.6923184,NA,NA,1,NA,NA,NA,-77.0744601,38.953494,3
413,DCPS,Hart MS,601 Mississippi Ave  SE,912,Phase I,2011,MS,210700,PARTIAL MOD,13075759,0,13214760,1,NA,Ballou HS,479,0,393,128,0.82045929,0.267223382,0,440,14337.45504,62.05865686,NA,NA,1,NA,NA,NA,-76.9972081,38.8375662,8
417,DCPS,Kramer MS,1700 Q St  SE,600,Phase I,2014,MS,153984,PARTIAL MOD,30951777,0,35059047,1,NA,Anacostia HS,333,0,267,110,0.801801802,0.33033033,0,462,51586.295,201.0064487,NA,NA,1,NA,NA,NA,-76.9799006,38.8717022,8
421,DCPS,Kelly Miller MS,301 49th St  NE,600,Full,2004,MS,114992,FULL REPLACEMENT,10614880,0,10614880,1,,HD Woodson HS,546,7,382,146,0.6996337,0.267399267,0.012820513,211,17691.46667,92.30972589,NA,NA,1,NA,NA,NA,-76.9321175,38.8933117,7
427,DCPS,Sousa MS,3650 Ely Pl SE,636,Full,2008,MS,136000,FULL MOD,0,0,NA,1,NA,Anacostia HS,284,0,209,82,0.735915493,0.288732394,0,479,0,0,NA,NA,1,NA,NA,NA,-76.953055,38.8840586,7
442,DCPS,Columbia Heights EC (CHEC),3101 16th St  NW,1400,Full,2006,MS/HS,325218,FULL REPLACEMENT,78652173,0,78652173,1,,Cardozo HS (9-12),1384,429,744,153,0.537572254,0.110549133,0.309971098,235,56180.12357,241.8444643,NA,NA,1,NA,NA,NA,-77.035464,38.929437,1
450,DCPS,Anacostia HS,1601 16th St  SE,837,Full,2012,HS,204992,FULL MOD,68228069,0,68860993,1,,,661,0,586,186,0.886535552,0.281391831,0,310,81515.01673,332.8328374,NA,NA,1,NA,NA,NA,-76.9829543,38.8700237,8
454,DCPS,Cardozo EC,1200 Clifton St. NW,1070,Full,2013,MS/HS,397400,FULL MOD + ADD,131527974,0,132124454,1,,,781,266,573,188,0.733674776,0.240717029,0.340588988,509,122923.3402,330.9712481,NA,NA,1,NA,NA,NA,-77.0280509,38.9224184,1
455,DCPS,Coolidge HS,6315 5th St  NW,1105,Phase 0,NA,HS,271300,STABILIZED,2537691,116633000,122176717,1,,,395,50,301,104,0.762025316,0.263291139,0.126582278,687,2296.552941,9.353818651,NA,NA,1,NA,NA,NA,-77.019874,38.9662526,4
457,DCPS,Eastern HS,1700 East Capitol St NE,1100,Full,2010,HS,310721,FULL MOD,74502874,0,74503071,1,,,1025,3,714,296,0.696585366,0.288780488,0.002926829,303,67729.88545,239.7741833,NA,NA,1,NA,NA,NA,-76.9795263,38.8903247,6
463,DCPS,Wilson HS,3950 Chesapeake St NW,1700,Full,2011,HS,376448,FULL MOD + ADD,114246156,0,114320882,1,,,1788,106,550,263,0.307606264,0.147091723,0.059284116,211,67203.62118,303.4845609,NA,NA,1,NA,NA,NA,-77.0764147,38.9504147,3
466,DCPS,School Without Walls HS,2130 G St NW,520,Full,2009,HS,74000,FULL MOD + ADD,0,0,NA,1,,,590,NA,91,NA,0.154237288,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,-77.0479046,38.8980853,2
467,DCPS,Dunbar HS,101 N St. NW,1100,Full,2013,HS,260000,FULL REPLACEMENT,122897293,-250000,125144890,1,,,653,6,483,198,0.739663093,0.303215926,0.009188361,398,111724.8118,472.6818962,NA,NA,1,NA,NA,NA,-77.013134,38.9078377,5
471,DCPS,Ellington School of the Arts,3500 R St NW,500,Full,2017,HS,258072,FULL MOD + ADD,34081441,61688778,180437856,1,,,523,5,175,25,0.334608031,0.047801147,0.009560229,320,68162.882,132.0617541,NA,NA,1,NA,NA,NA,-77.0704265,38.9131435,2
1047,PCS,St. Coletta Special Education PCS,"1901 Independence Avenue, SE",525,NA,NA,SPED,99540,Facility Allowance,6315254,NA,NA,1,NA,NA,252,20,111,251,0.44047619,0.996031746,0.079365079,395,25060.53175,63.44438417,9,2007,1,701694.8889,2784.503527,7.049376019,-76.9764947,38.8868079,6
1100,PCS,Achievement Preparatory PCS-Middle School,"908 Wahler Place, SE",519,NA,NA,MS,33177,Facility Allowance,2316432,NA,NA,1,NA,NA,381,0,192,51,0.503937008,0.133858268,0,87,6079.874016,69.82041776,2,2014,1,1158216,3039.937008,34.91020888,-76.9924085,38.834427,8
1103,PCS,Center City Brightwood Campus PCS,"6008 Georgia Avenue, NW",567,NA,NA,ES/MS,37010,Facility Allowance,4766091,NA,NA,1,NA,NA,248,55,80,26,0.322580645,0.10483871,0.221774194,149,19218.10887,128.7784653,7,2009,1,680870.1429,2745.444124,18.39692361,-77.02838,38.9631991,4
1104,PCS,Center City Capitol Hill Campus PCS,"1503 East Capitol Street, SE",534,NA,NA,ES/MS,40037,Facility Allowance,4699097,NA,NA,1,NA,NA,239,0,112,23,0.468619247,0.09623431,0,168,19661.49372,117.3688588,7,2009,1,671299.5714,2808.784818,16.76697983,-76.9835459,38.8897865,6
1105,PCS,Center City Congress Heights Campus PCS,"220 Highview Place, SE",341,NA,NA,ES/MS,27000,Facility Allowance,4770011,NA,NA,1,NA,NA,257,0,172,19,0.6692607,0.073929961,0,105,18560.35409,176.6670741,7,2009,1,681430.1429,2651.479155,25.23815344,-77.0045487,38.8415048,8
1106,PCS,Center City Petworth Campus PCS,"510 Webster Street, NW",425,NA,NA,ES/MS,30825,Facility Allowance,4949770,NA,NA,1,NA,NA,262,53,97,19,0.370229008,0.072519084,0.202290076,118,18892.25191,160.5764801,7,2009,1,707110,2698.89313,22.93949716,-77.0208684,38.9437731,4
1107,PCS,Center City Shaw Campus PCS,"711 N Street, NW",350,NA,NA,ES/MS,29240,Facility Allowance,4824166,NA,NA,1,NA,NA,241,34,113,29,0.468879668,0.12033195,0.141078838,121,20017.28631,164.9851573,7,2009,1,689166.5714,2859.61233,23.56930819,-77.0224536,38.9074837,2
1108,PCS,Center City Trinidad Campus PCS,"1217 W  Virginia Avenue, NE",434,NA,NA,ES/MS,23313,Facility Allowance,4651663,NA,NA,1,NA,NA,236,4,132,26,0.559322034,0.110169492,0.016949153,99,19710.43644,199.5308626,7,2009,1,664523.2857,2815.776634,28.50440894,-76.991479,38.905386,5
1110,PCS,D C  Preparatory Benning Campus PCS,"100 41st Street, NE",849,NA,NA,ES,80352,Facility Allowance,6611687,NA,NA,1,NA,NA,442,8,231,22,0.522624434,0.049773756,0.018099548,182,14958.56787,82.28403773,7,2009,1,944526.7143,2136.938268,11.75486253,-76.9449133,38.890775,7
1113,PCS,Excel Academy PCS,"2501 Martin Luther King Jr. Avenue, SE",1292,NA,NA,ES,67508,Facility Allowance,8332774,NA,NA,1,NA,NA,569,0,366,23,0.643233743,0.040421793,0,119,14644.59402,123.4338745,7,2009,1,1190396.286,2092.084861,17.63341064,-76.9952947,38.8600148,8
1117,PCS,Washington Yu Ying PCS,"220 Taylor Street, NE",610,NA,NA,ES,41118,Facility Allowance,7254586,NA,NA,1,NA,NA,528,31,22,30,0.041666667,0.056818182,0.058712121,78,13739.74621,176.4333382,7,2009,1,1036369.429,1962.820887,25.2047626,-77.0036779,38.941395,5
1118,PCS,Washington Latin PCS HS,"5201 2nd Street, NW",835,NA,NA,HS,29280,Facility Allowance,4643648,NA,NA,1,NA,NA,304,6,70,31,0.230263158,0.101973684,0.019736842,96,15275.15789,158.5945355,7,2009,1,663378.2857,2182.165414,22.65636222,-77.013189,38.953489,4
1119,PCS,Carlos Rosario International PCS Harvard Street Campus,"514 V Street, NE",1614,NA,NA,ADULT,132000,Facility Allowance,57276227,NA,NA,0,NA,NA,1973,113,0,0,0,0,0.057273188,67,29030.01875,433.9108106,17,1999,1,3369189.824,1707.648162,25.52416533,-76.9986344,38.9183706,5
1119,PCS,Carlos Rosario International PCS Harvard Street Campus,"1100 Harvard Street, NW",1614,NA,NA,ADULT,132000,Facility Allowance,57276227,NA,NA,0,NA,NA,1973,113,0,0,0,0,0.057273188,67,29030.01875,433.9108106,17,1999,1,3369189.824,1707.648162,25.52416533,-77.0276499,38.9263689,1
1123,PCS,KIPP DC College Prep PCS,"1401 Brentwood Parkway, NE",500,NA,NA,HS,187423,Facility Allowance,5814288,NA,NA,1,NA,NA,454,0,232,86,0.511013216,0.189427313,0,413,12806.80176,31.02227581,6,2010,1,969048,2134.46696,5.170379302,-76.9944198,38.909317,5
1124,PCS,Friendship PCS Tech Prep,"2705 Martin Luther King Jr. Avenue, SE",1048,NA,NA,MS/HS,66349,Facility Allowance,6129328,NA,NA,0,NA,NA,499,1,353,90,0.70741483,0.180360721,0.002004008,133,12283.22244,92.38011123,6,2010,1,1021554.667,2047.203741,15.39668521,-76.996307,38.848279,8
1125,PCS,Eagle Academy PCS New Jersey Avenue Campus,"1017 New Jersey Avenue, SE",190,NA,NA,ES,8500,Facility Allowance,2333312,NA,NA,1,NA,NA,146,0,79,11,0.54109589,0.075342466,0,58,15981.58904,274.5072941,6,2010,1,388885.3333,2663.598174,45.75121569,-77.0051215,38.877859,6
1137,PCS,AppleTree Early Learning Center PCS Oklahoma,"320 21st Street, NE",218,NA,NA,PK3-K,15866,Facility Allowance,2327592,NA,NA,1,NA,NA,161,3,80,4,0.49689441,0.02484472,0.01863354,99,14457.09317,146.7031388,5,2011,1,465518.4,2891.418634,29.34062776,-76.9750541,38.8940003,7
1138,PCS,E.L. Haynes Kansas Avenue - High School,"4501 Kansas Avenue, NW",861,NA,NA,HS,17647,Facility Allowance,5596776,NA,NA,1,NA,NA,422,66,218,90,0.516587678,0.213270142,0.156398104,42,13262.50237,317.1516972,5,2011,1,1119355.2,2652.500474,63.43033943,-77.022371,38.945657,4
1206,PCS,E.L. Haynes PCS Kansas Avenue (Elementary School),"4502 Kansas Avenue, NW",NA,NA,NA,ES,53800,Facility Allowance,2661384,NA,NA,1,NA,NA,358,108,126,39,0.351955307,0.108938547,0.301675978,150,7434.03352,49.46810409,3,2012,1,887128,2478.011173,16.48936803,-77.0234943,38.9451898,4
1207,PCS,Capital City High School PCS,"102 Peabody Street, NW",NA,NA,NA,HS,57033,Facility Allowance,5546488,NA,NA,1,NA,NA,329,50,148,60,0.449848024,0.182370821,0.151975684,173,16858.62614,97.25050409,6,2010,1,924414.6667,2809.771023,16.20841735,-77.0113808,38.9626905,4
1211,PCS,Excel Academy PCS LEAD,"2502 Martin Luther King Jr. Avenue, SE",NA,NA,NA,MS,19288,Facility Allowance,476160,NA,NA,1,NA,NA,155,0,100,27,0.64516129,0.174193548,0,124,3072,24.68685193,1,2015,1,476160,3072,24.68685193,-76.9939568,38.8608853,8
3064,PCS,Inspired Teaching Demonstration PCS,"200 Douglas Street, NE",620,NA,NA,ES/MS,40800,Facility Allowance,2824824,NA,NA,1,NA,NA,317,14,35,34,0.110410095,0.107255521,0.044164038,129,8911.116719,69.23588235,4,2012,1,706206,2227.77918,17.30897059,-77.0025452,38.9236743,5
3065,PCS,Mundo Verde Bilingual PCS,"30 P Street, NW",897,NA,NA,ES,36148,Facility Allowance,3140088,NA,NA,1,NA,NA,404,84,57,22,0.141089109,0.054455446,0.207920792,89,7772.49505,86.86754454,4,2012,1,785022,1943.123762,21.71688613,-77.0103408,38.9092812,5
3066,PCS,Shining Stars Montessori PCS,"6017 Chillum Place, NE",NA,NA,NA,PK3-K,13580,Facility Allowance,947496,NA,NA,1,NA,NA,118,12,20,1,0.169491525,0.008474576,0.101694915,NA,8029.627119,69.77142857,4,2012,1,236874,2007.40678,17.44285714,-77.007573,38.9640197,4
3067,PCS,Richard Wright PCS for Journalism and Media Arts,"770 M Street, SE",398,NA,NA,MS/HS,28000,Facility Allowance,2883960,NA,NA,1,NA,NA,305,1,225,58,0.737704918,0.190163934,0.003278689,92,9455.606557,102.9985714,4,2012,1,720990,2363.901639,25.74964286,-76.995574,38.877003,6
3068,PCS,Basis DC PCS,"410 8th Street, NW",1062,NA,NA,MS/HS,44179,Facility Allowance,4551672,NA,NA,1,NA,NA,551,0,48,23,0.087114338,0.041742287,0,80,8260.747731,103.0279545,3,2013,1,1517224,2753.582577,34.34265149,-77.0233079,38.8953055,6
3069,PCS,Creative Minds International PCS,"3224 16th Street, NW",203,NA,NA,ES,17976,Facility Allowance,1282032,NA,NA,1,NA,NA,181,10,22,48,0.121546961,0.26519337,0.055248619,99,7083.049724,71.31909212,3,2013,1,427344,2361.016575,23.77303071,-77.0368058,38.9315518,1
3070,PCS,DC Scholars PCS,"5601 East Capitol Street, SE",443,NA,NA,ES,31000,Facility Allowance,2641008,NA,NA,1,NA,NA,389,0,252,38,0.64781491,0.097686375,0,80,6789.22365,85.19380645,3,2013,1,880336,2263.07455,28.39793548,-76.9216306,38.8893227,7
3072,PCS,AppleTree Early Learning PCS Southeast,"2011 Savannah Terrace, SE",230,NA,NA,PK3-K,17161,Facility Allowance,1560816,NA,NA,0,NA,NA,178,1,129,4,0.724719101,0.02247191,0.005617978,96,8768.629213,90.95134316,4,2012,1,390204,2192.157303,22.73783579,-76.972974,38.8494641,8
3072,PCS,AppleTree Early Learning PCS Southeast,"2017 Savannah Terrace, SE",230,NA,NA,PK3-K,17161,Facility Allowance,1560816,NA,NA,0,NA,NA,178,1,129,4,0.724719101,0.02247191,0.005617978,96,8768.629213,90.95134316,4,2012,1,390204,2192.157303,22.73783579,-76.9746704,38.8485617,8
3073,PCS,AppleTree Early Learning Center PCS Lincoln Park,"138 12th Street, NE",73,NA,NA,PK3-K,8975,Facility Allowance,1182840,NA,NA,1,NA,NA,60,2,5,5,0.083333333,0.083333333,0.033333333,150,19714,131.7927577,8,2008,1,147855,2464.25,16.47409471,-76.9905578,38.8914903,6
203,DCPS,Amidon-Bowen ES,401 Eye St  SW,400,Phase I,2012,ES,70800,PARTIAL MOD,5993305,0,5993305,1,Jefferson Acad. MS,Eastern HS,345,6,254,90,0.736231884,0.260869565,0.017391304,205,14983.2625,84.65120056,NA,NA,1,NA,NA,NA,-77.0291221,38.9015926,2
346,DCPS,Bunker Hill ES,1401 Michigan Ave  NE,480,Phase I,2012,ES,69392,PARTIAL MOD,6533765,0,6544178,1,Brookland MS,Dunbar HS,225,NA,108,NA,0.48,NA,NA,NA,13612.01042,94.15732361,NA,NA,1,NA,NA,NA,-76.9848216,38.9420075,5
296,DCPS,Bruce-Monroe ES @ Park View,3560 Warder St  NW,609,Phase I,2012,ES,82192,PARTIAL MOD,11264300,0,17026865,1,CHEC (6-8),Cardozo EC (9-12),465,NA,235,NA,0.505376344,NA,NA,NA,18496.38752,137.0486179,NA,NA,1,NA,NA,NA,-77.0208192,38.9339718,1
220,DCPS,Burroughs ES,1820 Monroe St  NE,450,Phase I,2013,ES,69696,PARTIAL MOD + ADD,8239048,0,8866114,1,Brookland MS,Dunbar HS,297,14,156,53,0.525252525,0.178451178,0.047138047,235,18308.99556,118.2140725,NA,NA,1,NA,NA,NA,-76.9788919,38.933612,5
247,DCPS,C.W. Harris ES,301 53rd St  SE,438,Phase 0,NA,ES,56000,STABILIZED,0,12606000,12606000,1,Kelly Miller MS,Woodson HS,291,2,229,40,0.786941581,0.137457045,0.006872852,192,0,0,NA,NA,1,NA,NA,NA,-76.9261671,38.883619,7
360,DCPS,Capitol Hill Montessori,215 G Street NE,360,Phase 0,NA,ES/MS,47200,STABILIZED,975866,11987136,14637256,1,NA,Eastern HS,310,NA,25,NA,0.080645161,NA,NA,NA,2710.738889,20.67512712,NA,NA,1,NA,NA,NA,-77.0025711,38.8985014,6
407,DCPS,Eliot-Hine MS,1830 Constitution Ave  NE,742,Phase 0,NA,MS,155072,STABILIZED,210957,40911043,42653975,1,,Eastern HS,257,2,161,63,0.626459144,0.245136187,0.007782101,603,284.3086253,1.360380984,NA,NA,1,NA,NA,NA,-76.978566,38.892612,6
227,DCPS,H.D. Cooke ES,2525 17th St NW,440,Full,2009,ES,85696,FULL MOD + ADD,32500688,0,32500688,1,CHEC (6-8),Cardozo EC (9-12),400,164,215,42,0.5375,0.105,0.41,214,73865.2,379.2556012,NA,NA,1,NA,NA,NA,-77.0383975,38.9239587,1
252,DCPS,Hyde-Addison ES,3219 O St  NW,330,Phase I,2014,ES,37504,PARTIAL MOD,19157333,22284976,43519223,1,Hardy MS,Wilson HS,305,29,24,25,0.078688525,0.081967213,0.095081967,123,58052.52424,510.8077272,NA,NA,1,NA,NA,NA,-77.0648106,38.9081992,2
339,DCPS,J.O. Wilson ES,660 K Street NE,480,Phase I,2010,ES,98896,PARTIAL MOD,4264356,0,4264356,1,Stuart-Hobson MS,Eastern HS,466,6,232,47,0.497854077,0.100858369,0.012875536,212,8884.075,43.11960039,NA,NA,1,NA,NA,NA,-76.9969383,38.9029977,6
433,DCPS,Jefferson MS,801 7th St SW,570,Phase 0,NA,MS,108992,STABILIZED,0,35993000,35993000,1,,Eastern HS,277,NA,179,NA,0.646209386,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,-77.0229317,38.8798501,6
416,DCPS,Johnson MS,1400 Bruce Pl  SE,730,Phase I,2013,MS,182496,PARTIAL MOD,18602234,-5857,20521528,1,NA,Ballou HS,291,3,229,103,0.786941581,0.35395189,0.010309278,627,25482.51233,101.9322834,NA,NA,1,NA,NA,NA,-76.9836523,38.8511843,8
344,DCPS,"King, M.L. ES",3200 6th St  SE,444,Phase 0,NA,ES,65496,STABILIZED,4118755,372458,6567738,1,Hart MS,Ballou HS,372,2,327,55,0.879032258,0.147849462,0.005376344,176,9276.475225,62.88559607,NA,NA,1,NA,NA,NA,-76.9980914,38.8425064,8
262,DCPS,Langdon ES,1900 Evarts St  NE,500,Phase I,2015,ES,101392,PARTIAL MOD,19828246,0,20824380,1,McKinley MS,Dunbar HS,340,17,191,56,0.561764706,0.164705882,0.05,298,39656.492,195.5602612,NA,NA,1,NA,NA,NA,-76.9774768,38.9249969,5
