Agency,School,Address,maxOccupancy,ProjectPhase,YrComplete,Level,totalSQFT,ProjectType,MajorExp9815,TotalAllotandPlan1621,LifetimeBudget,unqBuilding,longitude,latitude,Ward,FeederMS,FeederHS,Total.Enrolled,Limited.English.Proficient,At_Risk,SPED,AtRiskPer,SPEDPer,ESLPer,SqFtPerEnroll,SpentPerMaxOccupancy,SpentPerSqFt,YearsOpen,Open,Open.Now,AnnualExpenseAverage,AnnualSpentPerMaxOccupany,AnnualSpentPerSqFt,
PCS,Early Childhood Academy PCS,"4301 9th Street, SE ",67,NA,NA,ES," 	4,458 ",Facility Allowance,4742251,NA,NA,0,-76.989567,38.8310119,8,NA,NA,259,0,167,22,0.644787644787645,0.0849420849420849,0,76,15807.5033333333,242,8,2006,1,592781.375,1975.93791666667,30.2223603038646,
DCPS,Eastern HS,1700 East Capitol St NE,1100,Full,2010,HS," 	310,721 ",FULL MOD,74502874,0,74503071,1,-76.979684293,38.890402328,6,,,1025,3,714,296,0.696585365853658,0.288780487804878,0.00292682926829268,303,67729.8854545455,240,NA,NA,1,NA,NA,NA,
DCPS,Eaton ES,3301 Lowell St  NW,415,Phase 0,NA,ES," 	49,096 ",STABILIZED,81414,15552000,15633414,1,-77.065821138,38.932726738,3,Hardy MS,Eastern HS,257,2,161,63,0.626459143968872,0.245136186770428,0.00778210116731518,191,196.178313253012,2,NA,NA,1,NA,NA,NA,
DCPS,Eliot-Hine MS,1830 Constitution Ave  NE,742,Phase 0,NA,MS," 	155,072 ",STABILIZED,210957,40911043,42653975,1,-76.978977919,38.892431159,6,,Eastern HS,257,2,161,63,0.626459143968872,0.245136186770428,0.00778210116731518,603,284.308625336927,1,NA,NA,1,NA,NA,NA,
DCPS,Ellington School of the Arts,3500 R St NW,500,Full,2017,HS," 	258,072 ",FULL MOD + ADD,34081441,61688778,180437856,1,-77.070307568,38.913446043,2,,,523,5,175,25,0.334608030592734,0.0478011472275335,0.00956022944550669,320,NA,203,NA,NA,1,NA,NA,NA,
PCS,Elsie Whitlow Stokes Community Freedom PCS,"3700 Oakview Terrace, NE",450,NA,NA,ES," 	32,341 ",Facility Allowance,11118784,NA,NA,1,-76.9899667,38.934916,5,NA,NA,350,63,62,26,0.177142857142857,0.0742857142857143,0.18,92,24708.4088888889,344,17,1999,1,654046.117647059,1453.43581699346,20.223435195172,
PCS,Excel Academy PCS,"2501 Martin Luther King Jr. Avenue, SE",1292,NA,NA,ES," 	67,508 ",Facility Allowance,8332774,NA,NA,1,-76.9952947,38.8600148,8,NA,NA,569,0,366,23,0.64323374340949,0.0404217926186292,0,119,6449.51547987616,123,7,2009,1,1190396.28571429,921.359354268023,17.6334106433946,
PCS,Excel Academy PCS LEAD,"2502 Martin Luther King Jr. Avenue, SE",NA,NA,NA,MS," 	19,288 ",Facility Allowance,476160,NA,NA,1,-76.9939568,38.8608853,8,NA,NA,155,0,100,27,0.645161290322581,0.174193548387097,0,124,NA,25,1,2015,1,476160,NA,24.6868519286603,
DCPS,ferebeehope,NA,NA,NA,NA,NA," 	193,800 ",PARTIAL MOD," $	4,532,419 ",0,4532419,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,0,NA,NA,NA,
PCS,Friendship PCS Blow Pierce Elementary,"725 19th Street, NE",925,NA,NA,ES," 	52,944 ",Facility Allowance,20538240,NA,NA,1,-76.976256,38.898544,7,NA,NA,379,6,289,14,0.762532981530343,0.0369393139841689,0.0158311345646438,140,22203.5027027027,388,12,2003,1,1711520,1850.29189189189,32.3269870051375,
PCS,Friendship PCS Blow-Pierce Middle,"725 19th Street, NE",NA,NA,NA,MS,NA,Facility Allowance,654336,NA,NA,1,-76.976256,38.898544,7,NA,NA,213,1,147,42,0.690140845070423,0.197183098591549,0.00469483568075117,NA,NA,NA,1,2015,1,654336,NA,NA,
PCS,Friendship PCS Chamberlain Elementary,"1345 Potomac Avenue, SE",1046,NA,NA,ES," 	80,860 ",Facility Allowance,23717234,NA,NA,1,-76.986715,38.879337,6,NA,NA,375,1,235,18,0.626666666666667,0.048,0.00266666666666667,216,22674.2198852772,293,12,2003,1,1976436.16666667,1889.5183237731,24.4426931321626,
PCS,Friendship PCS Chamberlain Middle,"1345 Potomac Avenue, SE",NA,NA,NA,MS,NA,Facility Allowance,1053696,NA,NA,1,-76.986715,38.879337,6,NA,NA,343,0,200,59,0.583090379008746,0.17201166180758,0,NA,NA,NA,1,2015,1,1053696,NA,NA,
PCS,Friendship PCS SouthEast Academy,"645 Milwaukee Place, SE",950,NA,NA,ES," 	58,539 ",Facility Allowance,17344193,NA,NA,1,-76.996974,38.847472,8,NA,NA,576,0,412,56,0.715277777777778,0.0972222222222222,0,102,18257.0452631579,296,12,2003,1,1445349.41666667,1521.42043859649,24.6903673904007,
PCS,Friendship PCS Tech Prep,"2705 Martin Luther King Jr. Avenue, SE",1048,NA,NA,MS/HS," 	66,349 ",Facility Allowance,6129328,NA,NA,0,-76.996307,38.848279,8,NA,NA,499,1,353,90,0.707414829659319,0.180360721442886,0.00200400801603206,133,5848.59541984733,92,6,2010,1,1021554.66666667,974.765903307888,15.3966852050018,
PCS,Friendship PCS Woodridge Elementary,"2959 Carlton Avenue, NE",600,NA,NA,ES," 	37,000 ",Facility Allowance,18909379,NA,NA,1,-76.9662004,38.9294874,5,NA,NA,284,8,127,12,0.447183098591549,0.0422535211267606,0.028169014084507,130,31515.6316666667,511,12,2003,1,1575781.58333333,2626.30263888889,42.5886914414414,
PCS,Friendship PCS Woodridge Middle,"2960 Carlton Avenue, NE",NA,NA,NA,MS,NA,Facility Allowance,516096,NA,NA,1,-76.967187,38.930047,5,NA,NA,168,1,75,35,0.446428571428571,0.208333333333333,0.00595238095238095,NA,NA,NA,1,2015,1,516096,NA,NA,
PCS,Friendship PCS Woodson Collegiate Academy,"4095 Minnesota Avenue, NE",1500,NA,NA,HS," 	152,000 ",Facility Allowance,37822656,NA,NA,1,-76.9459338,38.897574,7,NA,NA,883,0,517,165,0.585503963759909,0.186862967157418,0,172,25215.104,249,12,2003,1,3151888,2101.25866666667,20.7361052631579,
DCPS,Garfield ES,2435 Alabama Ave  SE,365,Phase 0,NA,ES," 	58,904 ",STABILIZED," $	1,082,203 ",12583908,14338493,1,-76.970804777,38.851733042,8,Johnson MS,Ballou HS,284,0,233,35,0.820422535211268,0.123239436619718,0,207,2964.9397260274,18,NA,NA,1,NA,NA,NA,
DCPS,garnettpatterson,NA,NA,NA,NA,NA," 	82,700 ",STABILIZED,5560714,0,5560714,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,0,NA,NA,NA,
DCPS,Garrison ES,1200 S St  NW,356,Phase 0,NA,ES," 	60,200 ",STABILIZED,655646,2.00E+07,2.40E+07,1,-77.028612556,38.913900957,2,Cardozo EC (6-8),Cardozo EC (9-12),244,35,117,40,0.479508196721311,0.163934426229508,0.14344262295082,247,1841.70224719101,11,NA,NA,1,NA,NA,NA,
DCPS,H.D. Cooke ES,2525 17th St NW,440,Full,2009,ES," 	85,696 ",FULL MOD + ADD,32500688,0,32500688,1,-77.038810584,38.923942751,1,CHEC (6-8),Cardozo EC (9-12),400,164,215,42,0.5375,0.105,0.41,214,73865.2,379,NA,NA,1,NA,NA,NA,
DCPS,Hardy MS,1819 35th St  NW,485,Full,2008,MS," 	107,200 ",FULL MOD + ADD,50758871,0,50758871,1,-77.068613896,38.915508698,2,,Wilson HS,386,NA,96,NA,NA,NA,NA,NA,104657.465979381,473,NA,NA,1,NA,NA,NA,
PCS,Harmony DC PCS-School of Excellence,"62 T Street, NE",220,NA,NA,ES," 	20,000 ",Facility Allowance,202752,NA,NA,1,-77.0066585,38.916063,5,NA,NA,66,0,40,8,0.606060606060606,0.121212121212121,0,303,921.6,10,1,2015,1,202752,921.6,10.1376,
DCPS,Hart MS,601 Mississippi Ave  SE,912,Phase I,2011,MS," 	210,700 ",PARTIAL MOD," $	13,075,759 ",0,13214760,1,-76.997178747,38.837737537,8,NA,Ballou HS,479,0,393,128,0.820459290187891,0.267223382045929,0,440,14337.4550438596,62,NA,NA,1,NA,NA,NA,
DCPS,Hearst ES,3950 37th St  NW,330,Full,2015,ES," 	62,309 ",FULL MOD + ADD,35678706,361277,43433519,1,-77.071955219,38.940722313,3,Deal MS,Wilson HS,291,28,39,25,0.134020618556701,0.0859106529209622,0.0962199312714777,214,108117.290909091,573,NA,NA,1,NA,NA,NA,
DCPS,Hendley ES,425 Chesapeake St  SE,520,Phase I,2013,ES," 	73,200 ",PARTIAL MOD," $	15,937,127 ",0,16150915,1,-76.999184846,38.82898558,8,Hart MS,Ballou HS,503,0,453,84,0.900596421471173,0.166998011928429,0,146,30648.3211538462,218,NA,NA,1,NA,NA,NA,
PCS,Hope Community PCS Lamond Campus,"6200 Kansas Avenue, NE",500,NA,NA,ES," 	41,000 ",Facility Allowance,8335030,NA,NA,1,-77.0085903,38.9658162,4,NA,NA,358,13,148,22,0.41340782122905,0.0614525139664804,0.0363128491620112,115,16670.06,203,8,2008,1,1041878.75,2083.7575,25.4116768292683,
PCS,Hope Community PCS Tolson Campus,"2917 8th Street, NE",540,NA,NA,ES/MS," 	33,571 ",Facility Allowance,9509758,NA,NA,1,-76.9946003,38.927028,5,NA,NA,517,34,264,43,0.51063829787234,0.0831721470019342,0.0657640232108317,65,17610.662962963,283,8,2008,1,1188719.75,2201.33287037037,35.4091254356439,
DCPS,Houston ES,1100 50th Pl  NE,398,Phase 0,NA,ES," 	59,896 ",STABILIZED,1191032,15693000,16943000,1,-76.929947647,38.905414986,7,Kelly Miller MS,Woodson HS,279,3,209,40,0.74910394265233,0.14336917562724,0.010752688172043,215,2992.54271356784,20,NA,NA,1,NA,NA,NA,
PCS,Howard University Middle School of Math and Science PCS,"405 Howard Place, NW",435,NA,NA,MS," 	20,968 ",Facility Allowance,8215644,NA,NA,1,-77.0188757,38.9228511,1,NA,NA,294,11,115,9,0.391156462585034,0.0306122448979592,0.0374149659863946,71,18886.5379310345,392,10,2006,1,821564.4,1888.65379310345,39.1818199160626,
DCPS,Hyde-Addison ES,3219 O St  NW,330,Phase I,2014,ES," 	37,504 ",PARTIAL MOD,19157333,22284976,43519223,1,-77.064537819,38.908019234,2,Hardy MS,Wilson HS,305,29,24,25,0.0786885245901639,0.0819672131147541,0.0950819672131148,123,58052.5242424242,511,NA,NA,1,NA,NA,NA,
PCS,IDEA PCS,"1027 45th Street, NE",490,NA,NA,HS," 	70,000 ",Facility Allowance,13450019,NA,NA,1,-76.937087,38.904173,7,NA,NA,217,1,165,42,0.76036866359447,0.193548387096774,0.00460829493087558,323,27449.0183673469,192,17,1999,1,791177.588235294,1614.6481392557,11.3025369747899,
PCS,Ideal Academy PCS North Capitol Street Campus ES,"6130 N Capitol Street, NW",500,NA,NA,ES/MS," 	35,090 ",Facility Allowance,6508377,NA,NA,1,-77.0098236,38.9648647,4,NA,NA,297,3,185,32,0.622895622895623,0.107744107744108,0.0101010101010101,118,13016.754,185,8,2008,1,813547.125,1627.09425,23.1845860644058,
DCPS,Incarcerated Youth Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.976378916,38.883430572,7,NA,NA,28,1,0,18,0,0.642857142857143,0.0357142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,
PCS,Ingenuity Prep PCS,"4600 Livingston Road, SE",200,NA,NA,ES," 	31,075 ",Facility Allowance,941472,NA,NA,1,-77.0031886,38.8239325,8,NA,NA,201,0,148,22,0.736318407960199,0.109452736318408,0,155,4707.36,30,2,2014,1,470736,2353.68,15.1483829444891,
PCS,Inspired Teaching Demonstration PCS,"200 Douglas Street, NE",620,NA,NA,ES/MS," 	40,800 ",Facility Allowance,2824824,NA,NA,1,-77.0025452,38.9236743,5,NA,NA,317,14,35,34,0.110410094637224,0.107255520504732,0.0441640378548896,129,4556.16774193548,69,4,2012,1,706206,1139.04193548387,17.3089705882353,
DCPS,J.O. Wilson ES,660 K Street NE,480,Phase I,2010,ES," 	98,896 ",PARTIAL MOD,4264356,0,4264356,1,-76.996589022,38.902757665,6,Stuart-Hobson MS,Eastern HS,466,6,232,47,0.497854077253219,0.100858369098712,0.0128755364806867,212,8884.075,43,NA,NA,1,NA,NA,NA,
DCPS,Janney ES,4130 Albemarle St  NW,700,Full,2011,ES," 	96,083 ",FULL MOD + ADD,37443325,0,37949758,1,-77.080994825,38.947550086,3,Deal MS,Wilson HS,693,30,8,38,0.0115440115440115,0.0548340548340548,0.0432900432900433,139,53490.4642857143,390,NA,NA,1,NA,NA,NA,
DCPS,Jefferson MS,801 7th St SW,570,Phase 0,NA,MS," 	108,992 ",STABILIZED,0,35993000,35993000,1,-77.02291066,38.879870599,6,,Eastern HS,277,NA,179,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,
DCPS,Johnson MS,1400 Bruce Pl  SE,730,Phase I,2013,MS," 	182,496 ",PARTIAL MOD," $	18,602,234 ",-5857,20521528,1,-76.983703681,38.851336572,8,NA,Ballou HS,291,3,229,103,0.786941580756014,0.353951890034364,0.0103092783505155,627,25482.5123287671,102,NA,NA,1,NA,NA,NA,
DCPS,Kelly Miller MS,301 49th St  NE,600,Full,2004,MS," 	114,992 ",FULL REPLACEMENT,10614880,0,10614880,1,-76.932455065,38.893315031,7,,HD Woodson HS,546,7,382,146,0.6996336996337,0.267399267399267,0.0128205128205128,211,17691.4666666667,92,NA,NA,1,NA,NA,NA,
DCPS,Ketcham ES,1919 15th St  SE,325,Phase I,2012,ES," 	88,288 ",PARTIAL MOD," $	8,328,691 ",0,8336451,1,-76.983621162,38.86604236,8,Kramer MS,Anacostia HS,309,0,265,37,0.857605177993528,0.119741100323625,0,286,25626.7415384615,94,NA,NA,1,NA,NA,NA,
DCPS,Key ES,5001 Dana Pl  NW,364,Full,2003,ES," 	50,000 ",FULL MOD + ADD,13007488,0,13007488,1,-77.100527318,38.926801504,3,Hardy MS,Wilson HS,383,28,12,27,0.031331592689295,0.0704960835509138,0.0731070496083551,131,35734.8571428571,260,NA,NA,1,NA,NA,NA,
DCPS,Kimball ES,3375 Minnesota Ave  SE,398,Phase 0,NA,ES," 	83,392 ",STABILIZED,0,17696000,17696000,1,-76.957572707,38.883082756,7,Sousa MS,Anacostia HS,348,0,268,48,0.770114942528736,0.137931034482759,0,240,0,0,NA,NA,1,NA,NA,NA,
DCPS,"King, M.L. ES",3200 6th St  SE,444,Phase 0,NA,ES," 	65,496 ",STABILIZED," $	4,118,755 ",372458,6567738,1,-76.998238991,38.842442852,8,Hart MS,Ballou HS,372,2,327,55,0.879032258064516,0.147849462365591,0.00537634408602151,176,9276.47522522523,63,NA,NA,1,NA,NA,NA,
PCS,KIPP DC AIM PCS Academy PCS,"2600 Douglass Place, SE",1900,NA,NA,MS," 	144,000 ",Facility Allowance,8354731,NA,NA,1,-76.9912057,38.8569692,8,NA,NA,321,1,189,74,0.588785046728972,0.230529595015576,0.00311526479750779,449,4397.22684210526,58,10,2006,1,835473.1,439.722684210526,5.80189652777778,
PCS,KIPP DC Arts & Technology Academy PCS,"5300 Blaine Street, NE",764,NA,NA,PK3-K," 	26,950 ",Facility Allowance,651264,NA,NA,1,-76.9258818,38.8917411,7,NA,NA,212,1,129,14,0.608490566037736,0.0660377358490566,0.00471698113207547,127,852.439790575916,24,1,2015,1,651264,852.439790575916,24.1656400742115,
PCS,KIPP DC College Prep PCS,"1401 Brentwood Parkway, NE",500,NA,NA,HS," 	187,423 ",Facility Allowance,5814288,NA,NA,1,-76.9944198,38.909317,5,NA,NA,454,0,232,86,0.511013215859031,0.18942731277533,0,413,11628.576,31,6,2010,1,969048,1938.096,5.17037930243353,
PCS,KIPP DC Connect Academy,"1375 Mt Olivet Road, NE",1206,NA,NA,PK3-K," 	67,000 ",Facility Allowance,1533672,NA,NA,1,-76.9814619,38.907437,5,NA,NA,301,2,159,21,0.528239202657807,0.0697674418604651,0.00664451827242525,223,1271.70149253731,23,2,2014,1,766836,635.850746268657,11.4453134328358,
PCS,KIPP DC Discover PCS,"2600 Douglass Place, SE",NA,NA,NA,PK3-K,NA,Facility Allowance,4626760,NA,NA,1,-76.9912057,38.8569692,8,NA,NA,330,0,203,22,0.615151515151515,0.0666666666666667,0,NA,NA,NA,6,2010,1,771126.666666667,NA,NA,
PCS,KIPP DC GROW Academy PCS,"421 P Street, NW",1195,NA,NA,PK3-K," 	100,671 ",Facility Allowance,3706464,NA,NA,1,-77.018128,38.909942,2,NA,NA,312,3,140,17,0.448717948717949,0.0544871794871795,0.00961538461538462,323,3101.64351464435,37,5,2011,1,741292.8,620.32870292887,7.3635187889263,
PCS,KIPP DC Heights Academy PCS,"2600 Douglass Place, SE",NA,NA,NA,ES,NA,Facility Allowance,3161880,NA,NA,1,-76.9912057,38.8569692,8,NA,NA,415,0,229,57,0.551807228915663,0.137349397590361,0,NA,NA,NA,4,2012,1,790470,NA,NA,
PCS,KIPP DC KEY Academy PCS,"4801 Benning Road, SE",1608,NA,NA,MS," 	84,681 ",Facility Allowance,11203877,NA,NA,1,-76.9343991,38.8826376,7,NA,NA,334,1,161,37,0.482035928143713,0.110778443113772,0.0029940119760479,254,6967.58519900498,132,12,2003,1,933656.416666667,580.632099917081,11.0255714583752,
PCS,KIPP DC LEAD Academy,"421 P Street, NW",NA,NA,NA,ES,NA,Facility Allowance,1893744,NA,NA,1,-77.018128,38.909942,2,NA,NA,302,4,127,27,0.420529801324503,0.0894039735099338,0.0132450331125828,NA,NA,NA,3,2013,1,631248,NA,NA,
PCS,KIPP DC LEAP Academy PCS,"4801 Benning Road, SE",NA,NA,NA,PK3-K,NA,Facility Allowance,6204843,NA,NA,1,-76.9343991,38.8826376,7,NA,NA,304,0,177,19,0.582236842105263,0.0625,0,NA,NA,NA,8,2008,1,775605.375,NA,NA,
PCS,KIPP DC Northeast Academy PCS,"1375 Mt Olivet Road, NE",NA,NA,NA,MS,NA,Facility Allowance,387072,NA,NA,1,-76.9814619,38.907437,5,NA,NA,126,1,70,22,0.555555555555556,0.174603174603175,0.00793650793650794,NA,NA,NA,1,2015,1,387072,NA,NA,
PCS,KIPP DC Promise PCS,"4801 Benning Road, SE",NA,NA,NA,ES,NA,Facility Allowance,5553600,NA,NA,1,-76.9343991,38.8826376,7,NA,NA,400,3,219,55,0.5475,0.1375,0.0075,NA,NA,NA,6,2010,1,925600,NA,NA,
PCS,KIPP DC Quest Academy PCS,"5300 Blaine Street, NE",NA,NA,NA,ES," 	40,425 ",Facility Allowance,866304,NA,NA,1,-76.9258818,38.8917411,7,NA,NA,282,1,176,43,0.624113475177305,0.152482269503546,0.00354609929078014,143,NA,21,1,2015,1,866304,NA,21.4299072356215,
PCS,KIPP DC Spring Academy,"1375 Mt Olivet Road, NE",NA,NA,NA,ES,NA,Facility Allowance,616344,NA,NA,1,-76.9814619,38.907437,5,NA,NA,102,0,60,5,0.588235294117647,0.0490196078431373,0,NA,NA,NA,2,2014,1,308172,NA,NA,
PCS,KIPP DC WILL Academy PCS,"421 P Street, NW",NA,NA,NA,MS,NA,Facility Allowance,7645919,NA,NA,1,-77.018128,38.909942,2,NA,NA,344,3,138,66,0.401162790697674,0.191860465116279,0.00872093023255814,NA,NA,NA,9,2007,1,849546.555555556,NA,NA,
DCPS,Kramer MS,1700 Q St  SE,600,Phase I,2014,MS," 	153,984 ",PARTIAL MOD," $	30,951,777 ",0,35059047,1,-76.980171305,38.87128607,8,NA,Anacostia HS,333,0,267,110,0.801801801801802,0.33033033033033,0,462,51586.295,201,NA,NA,1,NA,NA,NA,
DCPS,Lafayette ES,5701 Broad Branch Rd  NW,516,Full,2015,ES," 	113,600 ",FULL MOD + ADD,9939007,59373105,78650000,1,-77.068037122,38.96662722,4,Deal MS,Wilson HS,697,21,19,47,0.0272596843615495,0.0674318507890961,0.03012912482066,163,19261.6414728682,87,NA,NA,1,NA,NA,NA,
DCPS,Langdon ES,1900 Evarts St  NE,500,Phase I,2015,ES," 	101,392 ",PARTIAL MOD,19828246,0,20824380,1,-76.977081855,38.924703828,5,McKinley MS,Dunbar HS,340,17,191,56,0.561764705882353,0.164705882352941,0.05,298,39656.492,196,NA,NA,1,NA,NA,NA,
DCPS,Langley ES,101 T Street NE,530,Phase II,2011,ES," 	100,000 ",PARTIAL MOD,10253618,0,10273670,1,-77.005890393,38.915162564,5,McKinley MS,Dunbar HS,297,3,185,44,0.622895622895623,0.148148148148148,0.0101010101010101,337,19346.4490566038,103,NA,NA,1,NA,NA,NA,
DCPS,LaSalle-Backus EC,501 Riggs Road NE,400,Phase I,2012,ES/MS," 	63,000 ",PARTIAL MOD,14206295,0,14545500,1,-76.999882544,38.959971809,4,,Coolidge HS,349,106,183,50,0.524355300859599,0.143266475644699,0.303724928366762,181,35515.7375,225,NA,NA,1,NA,NA,NA,
PCS,Latin American Montessori Bilingual (LAMB) PCS,"1800 Perry Street, NE",566,NA,NA,ES," 	36,668 ",Facility Allowance,6050898,NA,NA,0,-76.9783016,38.9363691,5,NA,NA,342,129,40,38,0.116959064327485,0.111111111111111,0.37719298245614,107,10690.6325088339,165,12,2004,1,504241.5,890.886042402827,13.7515408530599,
PCS,Latin American Montessori Bilingual (LAMB) PCS,"1375 Missouri Avenue, NW",566,NA,NA,ES," 	36,668 ",Facility Allowance,6050898,NA,NA,0,-77.0323824,38.9622483,4,NA,NA,342,129,40,38,0.116959064327485,0.111111111111111,0.37719298245614,107,10690.6325088339,165,12,2004,1,504241.5,890.886042402827,13.7515408530599,
PCS,Latin American Youth Center Career Academy,"3047 15th Street, NW",225,NA,NA,ALT," 	15,500 ",Facility Allowance,1168680,NA,NA,1,-77.0357768,38.9285225,1,NA,NA,190,36,0,6,0,0.0315789473684211,0.189473684210526,82,5194.13333333333,75,3,2013,1,389560,1731.37777777778,25.1329032258065,
DCPS,Leckie ES,4201 M L  King Ave  SW,480,Phase I,2012,ES," 	65,000 ",PARTIAL MOD," $	595,860 ",0,595860,1,-77.012891913,38.828196449,8,Hart MS,Ballou HS,478,8,226,53,0.472803347280335,0.110878661087866,0.0167364016736402,136,1241.375,9,NA,NA,1,NA,NA,NA,
PCS,Lee Montessori PCS,"301 Douglas Street, NE",162,NA,NA,ES," 	13,200 ",Facility Allowance,227328,NA,NA,1,-77.0020346,38.9234284,5,NA,NA,74,0,10,5,0.135135135135135,0.0675675675675676,0,178,1403.25925925926,17,1,2015,1,227328,1403.25925925926,17.2218181818182,
DCPS,Ludlow-Taylor ES,659 G St  NE,362,Phase I,2013,ES," 	66,896 ",PARTIAL MOD,11489803,-1026290,11762825,1,-76.996492494,38.898743808,6,Stuart-Hobson MS,Eastern HS,340,3,109,31,0.320588235294118,0.0911764705882353,0.00882352941176471,197,31739.7872928177,172,NA,NA,1,NA,NA,NA,
DCPS,Luke Moore HS,1001 Monroe St NE,350,Full,2006,ALT," 	65,528 ",FULL MOD + ADD,0,0,NA,1,-76.992316326,38.932276047,5,,,350,2,0,41,0,0.117142857142857,0.00571428571428571,187,0,0,NA,NA,1,NA,NA,NA,
DCPS,macfarland,NA,NA,NA,NA,NA," 	11,000 ",STABILIZED,874564,50026000,53650564,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,0,NA,NA,NA,
DCPS,Malcolm X ES at Green,1500 Mississippi Ave. SE Washington,248,Phase 0,NA,ES," 	77,700 ",STABILIZED, $	-   ,0,52963,1,-76.983398577,38.841645061,8,Johnson MS,Ballou HS,244,NA,207,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,
DCPS,Malcolmx,NA,NA,NA,NA,NA," 	110,800 ",STABILIZED, $	-   ,0,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,
DCPS,Mamiedlee,100 Galatin St NW,120,NA,NA,SPED," 	45,800 ",STABILIZED,757876.134600158,0,757876.134600158,0,NA,NA,5,NA,NA,56,4,29,0,0.517857142857143,0,0.0714285714285714,1438,17416.2583333333,26,NA,NA,1,NA,NA,NA,
DCPS,Mann ES,4430 Newark St NW,370,Full,2015,ES," 	60,969 ",FULL MOD + ADD,34565362,-5.00E+05,37197238,1,-77.087826194,38.934291971,3,Hardy MS,Wilson HS,302,34,4,12,0.0132450331125828,0.0397350993377483,0.112582781456954,202,93419.8972972973,567,NA,NA,1,NA,NA,NA,
DCPS,Marie Reed ES,2201 18th St. NW,470,Phase 0,NA,ES," 	162,688 ",STABILIZED,2970097,54503000,64904196,1,-77.040529953,38.919167306,1,Col Hts. Ed. Campus (6-8),Cardozo EC (9-12),393,189,143,41,0.363867684478371,0.104325699745547,0.480916030534351,414,6319.35531914894,18,NA,NA,1,NA,NA,NA,
DCPS,marshall,NA,NA,NA,NA,NA," 	103,800 ",STABILIZED,0,0,0,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,
PCS,Mary McLeod Bethune Day Academy PCS Slowe Campus,"1404 Jackson Street, NE",450,NA,NA,ES/MS," 	56,927 ",Facility Allowance,6686938,NA,NA,1,-76.9863281,38.9295686,5,NA,NA,381,8,237,35,0.622047244094488,0.0918635170603675,0.020997375328084,149,14859.8622222222,117,8,2008,1,835867.25,1857.48277777778,14.6831424455882,
DCPS,Maury ES,1250 Constitution Ave NE,300,Phase I,2011,ES," 	46,800 ",PARTIAL MOD,6444395,5044000,12620745,1,-76.988657501,38.89218486,6,Eliot-Hine MS,Eastern HS,366,2,48,23,0.131147540983607,0.0628415300546448,0.00546448087431694,128,21481.3166666667,138,NA,NA,1,NA,NA,NA,
PCS,Maya Angelou Evans Campus PCS,"5600 E Capitol Street, NE",646,NA,NA,ALT," 	78,625 ",Facility Allowance,6961429,NA,NA,1,-76.9199181,38.8902854,7,NA,NA,252,0,0,88,0,0.349206349206349,0,312,10776.2058823529,89,11,2005,1,632857.181818182,979.655080213904,8.04905795635207,
PCS,Maya Angelou Young Adult Learning Center,"5600 E Capitol Street, NE",NA,NA,NA,ADULT," 	47,175 ",Facility Allowance,1144584,NA,NA,1,-76.9199181,38.8902854,7,NA,NA,147,0,1,17,0.00680272108843537,0.115646258503401,0,321,NA,24,3,2013,1,381528,NA,8.0875039745628,
DCPS,McKinley MS,151 T St NE,1160,Full,2014,," 	62,000 ",FULL MOD,NA,NA,NA,0,-77.004122439,38.915219785,5,,Dunbar HS,202,5,119,31,0.589108910891089,0.153465346534653,0.0247524752475248,307,NA,NA,NA,NA,1,NA,NA,NA,
DCPS,McKinley Technology HS,151 T St NE,1160,Full,2004,HS," 	282,200 ",FULL MOD,77382544,0,77443210,0,-77.00488219,38.915210095,5,,,645,6,239,12,0.370542635658915,0.0186046511627907,0.00930232558139535,438,66709.0896551724,274,NA,NA,1,NA,NA,NA,
DCPS,mcterrell,NA,NA,NA,NA,NA," 	112,000 ",STABILIZED," $	1,706,121 ",0,1706121,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,0,NA,NA,NA,
PCS,Meridian PCS,"2120 13th Street, NW",718,NA,NA,ES/MS," 	61,900 ",Facility Allowance,20265712,NA,NA,1,-77.0299375,38.9185351,1,NA,NA,639,176,294,77,0.460093896713615,0.120500782472613,0.275430359937402,97,28225.2256267409,327,16,2000,1,1266607,1764.07660167131,20.4621486268174,
DCPS,Miner ES,601 15th St  NE,550,Full,2003,ES," 	76,896 ",FULL REPLACEMENT,6391359,0,6391359,1,-76.982904319,38.897375681,6,Eliot-Hine MS,Eastern HS,398,7,296,66,0.743718592964824,0.165829145728643,0.0175879396984925,193,11620.6527272727,83,NA,NA,1,NA,NA,NA,
